,Unnamed: 0,index,id,name,target,enzyme,smile_string,smile,gene,disease
307,638,307,DB00623,Fluphenazine,P14416|P21728|P0DP23|P10275|P28223|P28335,P10635|P05181,OCCN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(C=C3)C(F)(F)F)CC1,4|74|80|114|205|222|397|473|588|653|675|744|804|807|809|875|917|926|935|949|1088|1101|1145|1167|1199|1217|1250|1260|1295|1380|1417|1453|1470|1480|1482|1522|1585|1647|1665|1750|1791|1873|1911|1928|2044,HTR1B|CYP1A2|CBX1|DRD2|ABCB1|DRD1|USP1|EHMT2|TP53|CYP2D6,MESH:D000341|MESH:D017109|MESH:D001480|MESH:D001714|MESH:D001764|MESH:D002375|MESH:D002389|MESH:D019970|MESH:D003128|MESH:D006970|MESH:D004244|MESH:D004409|MESH:D004421|MESH:D020821|MESH:D007172|MESH:D006948|MESH:D006966|MESH:D007010|MESH:D007022|MESH:D007027|MESH:D007177|MESH:D007232|MESH:D008569|MESH:D001523|MESH:D009069|MESH:D009127|MESH:D009135|MESH:D009325|MESH:D009422|MESH:D019965|MESH:D009459|MESH:D010259|MESH:D010302|MESH:D011297|MESH:D011595|MESH:D011605|MESH:D011618|MESH:D012164|MESH:D012559|MESH:D012563|MESH:D012640|MESH:D012893|MESH:D013313|MESH:D053608|MESH:D013342|MESH:D013375|MESH:D013610|MESH:D014202|MESH:D014786|MESH:D014839|MESH:D014987
308,639,308,DB01211,Clarithromycin,P0A7J6|Q12809|Q9Y6L6|Q9NPD5,P08684|P20815,[H][C@@]1(C[C@@](C)(OC)[C@@H](O)[C@H](C)O1)O[C@H]1[C@H](C)[C@@H](O[C@]2([H])O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@@](C)(C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@](C)(O)[C@@H](CC)OC(=O)[C@@H]1C)OC,42|80|140|206|231|269|278|281|294|314|349|438|560|611|612|644|649|650|656|679|687|695|722|750|807|841|869|881|886|926|941|960|1019|1054|1057|1060|1154|1162|1163|1173|1176|1217|1257|1266|1274|1292|1309|1313|1323|1341|1366|1380|1381|1395|1427|1450|1454|1487|1491|1498|1509|1546|1629|1635|1679|1763|1779|1783|1788|1885|1921|1950|1991,CYP2D6|ABCB1|CYP3A5|CYP3A4|ITGAM|CYP1A2|F2RL1|CYP2C9|CYP2C19|XDH|IL10|CXCL8|NOS1,MESH:D015746|MESH:D058186|MESH:D017088|MESH:D001008|MESH:D001145|MESH:D001259|MESH:D001281|MESH:D054537|MESH:D016470|MESH:D001714|MESH:D001919|MESH:D001991|MESH:D029481|MESH:D001996|MESH:D002493|MESH:D056486|MESH:D002779|MESH:D017714|MESH:D003221|MESH:D003371|MESH:D016757|MESH:D003693|MESH:D003967|MESH:D007174|MESH:D004244|MESH:D003875|MESH:D004342|MESH:D064420|MESH:D004381|MESH:D004415|MESH:D004487|MESH:D005076|MESH:D005334|MESH:D016523|MESH:D005921|MESH:D006212|MESH:D006261|MESH:D006312|MESH:D006319|MESH:D006331|MESH:D016481|MESH:D006463|MESH:D006505|MESH:D006606|MESH:D006973|MESH:D007022|MESH:D011695|MESH:D007239|MESH:D007674|MESH:D017093|MESH:D017114|MESH:D008133|MESH:D008171|MESH:D008206|MESH:D008325|MESH:D008586|MESH:D009101|MESH:D018908|MESH:D009164|MESH:D009220|MESH:D009325|MESH:D009395|MESH:D009468|MESH:D020511|MESH:D020258|MESH:D000857|MESH:D019226|MESH:D010033|MESH:D010146|MESH:D010259|MESH:D010291|MESH:D010437|MESH:D011008|MESH:D011014|MESH:D018410|MESH:D011183|MESH:D011595|MESH:D011605|MESH:D029424|MESH:D051437|MESH:D012141|MESH:D012206|MESH:D012393|MESH:D012640|MESH:D012852|MESH:D007319|MESH:D012893|MESH:D013226|MESH:D013262|MESH:D013290|MESH:D013575|MESH:D013610|MESH:D017180|MESH:D013651|MESH:D013921|MESH:D016171|MESH:D014397|MESH:D014456|MESH:D018366|MESH:D014693|MESH:D014839
309,641,309,DB00629,Guanabenz,P08913|P18089,P05177,NC(N)=NN=CC1=C(Cl)C=CC=C1Cl,140|350|351|366|486|561|629|694|725|807|864|898|974|1039|1088|1123|1171|1354|1380|1683|1750|1873|1886|1919|1979,TAAR1|ADRA2A,MESH:D000647|MESH:D056486|MESH:D019970|MESH:D006973|MESH:D007022|MESH:D009336
310,642,310,DB06774,Capsaicin,Q8NER1|Q99623,P08684|P35354|P05164|P05177|P05181|P21397|P09172|P15104|P06276,COC1=C(O)C=CC(CNC(=O)CCCC\C=C\C(C)C)=C1,1|41|80|197|249|255|283|310|333|401|614|650|694|695|725|775|807|841|875|1027|1057|1152|1168|1267|1314|1356|1380|1440|1475|1536|1564|1573|1589|1602|1607|1624|1718|1750|1754|1779|1873|1911|1917|1970|1991,TRPV1|CYP3A4|EPOR|ALDH1A1|CYP1A2|NFE2L2|PCNA|RNASEH2A|LIF|GFAP|NTF3|NT5E|ABCB1|SCG5|BDNF,MESH:D015746|MESH:D058739|MESH:D000014|MESH:D058186|MESH:D000505|MESH:D000707|MESH:D001008|MESH:D001049|MESH:D001169|MESH:D001237|MESH:D050197|MESH:D001919|MESH:D002545|MESH:D001943|MESH:D001982|MESH:D006332|MESH:D002561|MESH:D056486|MESH:D019457|MESH:D003093|MESH:D003316|MESH:D003320|MESH:D003329|MESH:D003371|MESH:D003876|MESH:D003877|MESH:D003921|MESH:D004195|MESH:D003875|MESH:D004342|MESH:D004381|MESH:D004487|MESH:D004833|MESH:D004890|MESH:D004935|MESH:D005119|MESH:D005157|MESH:D005234|MESH:D001068|MESH:D005334|MESH:D005909|MESH:D018149|MESH:D006261|MESH:D034381|MESH:D006356|MESH:D006930|MESH:D006937|MESH:D006940|MESH:D006943|MESH:D006948|MESH:D006949|MESH:D006965|MESH:D006967|MESH:D006973|MESH:D017379|MESH:D007022|MESH:D007249|MESH:D007819|MESH:D008106|MESH:D008107|MESH:D008113|MESH:D017116|MESH:D008175|MESH:D008413|MESH:D008659|MESH:D009069|MESH:D009101|MESH:D009203|MESH:D015508|MESH:D009336|MESH:D009369|MESH:D009374|MESH:D009410|MESH:D009422|MESH:D009437|MESH:D051474|MESH:D020078|MESH:C564945|MESH:D059226|MESH:D053158|MESH:D009668|MESH:D009765|MESH:D010003|MESH:D010146|MESH:D053591|MESH:D010190|MESH:D010212|MESH:D010292|MESH:D010523|MESH:D058226|MESH:D011014|MESH:D011297|MESH:D049188|MESH:D011471|MESH:D011472|MESH:D011537|MESH:D012021|MESH:D015427|MESH:D012120|MESH:D012130|MESH:D012220|MESH:D012640|MESH:D012678|MESH:D018805|MESH:D012878|MESH:D013274|MESH:D013276|MESH:D013610|MESH:D013705|MESH:D014277|MESH:D001745|MESH:D001749|MESH:D053201|MESH:D014555|MESH:D014605|MESH:D014652|MESH:D059265|MESH:D015430
311,644,311,DB01071,Mequitazine,P35367,P10635|P08684,C(C1CN2CCC1CC2)N1C2=CC=CC=C2SC2=CC=CC=C12,80|148|191|226|397|497|585|588|675|729|739|908|917|926|935|949|1019|1088|1167|1199|1276|1295|1325|1380|1409|1473|1480|1573|1585|1647|1750|1873|1917|2044,HRH1,MESH:D006967|MESH:D012221
312,646,312,DB00091,Cyclosporine,P49069|Q96LZ3|P62937|P30405,P20815|P08684|P33261|P10635,CC[C@@H]1NC(=O)[C@H]([C@H](O)[C@H](C)C\C=C\C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C1=O)C(C)C,1|5|19|38|47|80|101|115|126|132|186|208|219|227|250|253|269|283|294|296|301|314|335|370|476|552|650|656|675|694|725|743|749|798|807|826|844|878|893|919|926|934|935|1019|1034|1057|1114|1118|1139|1145|1157|1190|1222|1309|1356|1373|1380|1454|1495|1506|1516|1564|1613|1620|1662|1689|1693|1709|1718|1785|1831|1847|1946|2008,CYP2C9|PPP3CA|CYP2C19|GZMA|ATXN2|ABCB4|CYP3A4|ABCA1|PTGS2|UGT1A8|UMOD|TBXA2R|ICAM3|POR|ABCB1|VDR|ABCC2|CYP1A2|ABCG2|ITGAL|NFE2L2|ITGB2|PPP3R2|CYP2D6|GABPA|TPMT|IL2|LOH19CR1|IMPDH2|ERCC6|IL15|TCF7L2|CAMLG|MBP|ILF3|PPIA|ANPEP|IL5|MUC16|CDKN1A|NR1I2|JAK1|CRTC2|FCGR3A|ABCC1|CCL17|CYP3A5|ABCB11|IL10|HSPB2|MMP2|VCAN|VCAM1|AGTR1|DDIT3|CD80|HSPG2|CYP3A7|SAG|FCGR3B|CTLA4|TNF,MESH:D020434|MESH:D058186|MESH:D000740|MESH:D000741|MESH:D000743|MESH:D000744|MESH:D018771|MESH:D001169|MESH:D001172|MESH:D001259|MESH:D001284|MESH:D001327|MESH:D053099|MESH:D001528|MESH:D001714|MESH:D019575|MESH:D001927|MESH:D001928|MESH:D001930|MESH:D001943|MESH:D002114|MESH:D002294|MESH:D000075224|MESH:D009202|MESH:D002375|MESH:D002471|MESH:D002494|MESH:D002543|MESH:D002561|MESH:D056486|MESH:D002769|MESH:D002779|MESH:D002780|MESH:D003072|MESH:D003093|MESH:D003128|MESH:D003221|MESH:D003556|MESH:D003693|MESH:D003866|MESH:D003920|MESH:D003967|MESH:D006970|MESH:D064420|MESH:D004409|MESH:D050171|MESH:D053159|MESH:D004751|MESH:D005076|MESH:D005128|MESH:D005158|MESH:D005221|MESH:D005234|MESH:D005334|MESH:D005355|MESH:D005483|MESH:D005767|MESH:D005885|MESH:D005886|MESH:D019214|MESH:D005891|MESH:D005923|MESH:D018149|MESH:D006073|MESH:D006086|MESH:D014890|MESH:D020275|MESH:D006212|MESH:D006261|MESH:D006311|MESH:D006319|MESH:D006331|MESH:D006402|MESH:D006417|MESH:D006457|MESH:D006463|MESH:D006470|MESH:D020141|MESH:D006504|MESH:D019694|MESH:D006526|MESH:D006628|MESH:D006932|MESH:D006937|MESH:D006947|MESH:D006949|MESH:D006965|MESH:D006966|MESH:D006973|MESH:D006977|MESH:D006983|MESH:D015228|MESH:D017379|MESH:D033461|OMIM:146850|MESH:D007154|MESH:D007239|MESH:D007249|MESH:D007410|MESH:D007638|MESH:D007674|MESH:D007680|MESH:D007683|MESH:D056784|MESH:D007968|MESH:D008107|MESH:D017114|MESH:D008199|MESH:D001523|MESH:D008664|MESH:D009069|MESH:D052016|MESH:D009102|MESH:D018908|MESH:D009135|MESH:D009140|MESH:D009157|MESH:D009325|MESH:D009336|MESH:D009395|MESH:D009397|MESH:C535761|MESH:D009402|MESH:D009404|MESH:D009410|MESH:D009422|MESH:D009437|MESH:D009468|MESH:D020258|MESH:D009503|MESH:D009765|MESH:D012516|MESH:D010051|MESH:D010146|MESH:D010148|MESH:D010195|MESH:D050500|MESH:D010243|MESH:D010291|MESH:D010292|MESH:D010392|MESH:D010523|MESH:D011041|MESH:D054038|MESH:D011183|MESH:D011230|MESH:D054198|MESH:D054218|MESH:D011297|MESH:D011507|MESH:D011529|MESH:D011565|MESH:D011655|MESH:D016553|MESH:D011697|MESH:D012008|MESH:D051437|MESH:D051436|MESH:D015427|MESH:D012170|MESH:D012206|MESH:D012594|MESH:D012625|MESH:D012640|MESH:D020230|MESH:D012769|MESH:D013086|MESH:D013226|MESH:D013262|MESH:D013281|MESH:D013375|MESH:D013610|MESH:D013921|MESH:D013923|MESH:D013927|MESH:D057049|MESH:D014202|MESH:D014456|MESH:D014605|MESH:D015866|MESH:C536522|MESH:D014652|MESH:D057772|MESH:D020246|MESH:D018487|MESH:D014839|MESH:D015431|MESH:D014985
313,648,313,DB00668,Epinephrine,P35348|P35368|P08588|P07550|P08913|P18089|P25100|P01375,P11712|P08684|P21964|P21397|P27338,CNC[C@H](O)C1=CC(O)=C(O)C=C1,1|80|227|315|589|606|632|807|875|1057|1152|1362|1365|1367|1380|1430|1434|1475|1602|1607|1750|1784|1853|1868|1873|1995,ADRB3|DRD1|ADRA2C|FEN1|POLK|ADRA1B|NFE2L2|APEX1|ADRA1A|ADRA2B|ADRB1|MTOR|HSD17B10|ADRA2A|ADRB2|MAPT|VDR|RECQL|HIF1A|MAPK10|KDM4E|CAST|ADRA1D|G6PD|TNFRSF11B|TPM3|HYAL2|SLC2A4|PIK3CB|GHRL,MESH:D000138|MESH:D000140|MESH:C538173|MESH:D058186|MESH:D000077192|MESH:D000402|MESH:D000647|MESH:D000707|MESH:D017542|MESH:D000787|MESH:D000799|MESH:D000855|MESH:D001008|MESH:D001037|MESH:D001044|MESH:D001049|MESH:D001145|MESH:D001146|MESH:D018771|MESH:D001249|MESH:D001259|MESH:D050197|MESH:D001281|MESH:D054537|MESH:D001416|MESH:D001763|MESH:D016063|MESH:D001919|MESH:D002545|MESH:D020526|MESH:D001986|MESH:D001988|MESH:D010244|MESH:D002303|MESH:D009202|MESH:D002311|MESH:D002318|MESH:D016893|MESH:D002543|MESH:D002544|MESH:D002637|MESH:D019970|MESH:D003085|MESH:D000013|MESH:D003324|MESH:D003328|MESH:D003329|MESH:D003371|MESH:D003440|MESH:D003556|MESH:D003645|MESH:D016757|MESH:D004172|MESH:D004211|MESH:D004244|MESH:D004342|MESH:D062787|MESH:D064420|MESH:D004387|MESH:D004401|MESH:D004417|MESH:D004487|MESH:D020964|MESH:D004827|MESH:D004830|MESH:D005119|MESH:D015673|MESH:D005512|MESH:D006471|MESH:D005891|MESH:D005901|MESH:D005902|MESH:D006261|MESH:D034381|MESH:D006319|MESH:D006323|MESH:D006327|MESH:D006331|MESH:D006333|MESH:D006470|MESH:D006732|MESH:D006930|MESH:D006934|MESH:D006940|MESH:D006943|MESH:D006945|MESH:D006947|MESH:D006967|MESH:D006973|MESH:D007008|MESH:D007022|MESH:D007249|MESH:D007299|MESH:D007431|MESH:D007511|MESH:D048949|MESH:D007819|MESH:D007964|MESH:D008133|MESH:D008269|MESH:D008275|MESH:D009127|MESH:D009135|MESH:D009203|MESH:D017202|MESH:D017682|MESH:D009205|MESH:D009325|MESH:D009336|MESH:D009422|MESH:D009503|MESH:D009798|MESH:D018917|MESH:D010146|MESH:D010149|MESH:D010167|MESH:D016584|MESH:D010243|MESH:D010292|MESH:D010673|MESH:D011041|MESH:D011183|MESH:D020250|MESH:D011297|MESH:D011317|MESH:D011537|MESH:D011595|MESH:D011618|MESH:D029424|MESH:D011654|MESH:D011655|MESH:D012019|MESH:D051437|MESH:D015427|MESH:D012120|MESH:D012131|MESH:D012133|MESH:D012135|MESH:D015356|MESH:D012164|MESH:D012206|MESH:D012559|MESH:D012607|MESH:D012640|MESH:D012769|MESH:D012770|MESH:D012892|MESH:D013159|MESH:D013224|MESH:D013276|MESH:D013345|MESH:D013575|MESH:D019462|MESH:D013610|MESH:D013616|MESH:D013617|MESH:D017180|MESH:D054549|MESH:D013921|MESH:D013923|MESH:D013927|MESH:D014012|MESH:D016171|MESH:D014202|MESH:D014456|MESH:D014474|MESH:D016055|MESH:D014581|MESH:D014652|MESH:D018754|MESH:D018487|MESH:D014693|MESH:D018879|MESH:D014786|MESH:D015354|MESH:D014839
314,650,314,DB00491,Miglitol,O43451|P10253|Q14697|Q8TET4,P04746,OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,80|152|189|205|222|473|695|739|807|849|912|926|935|993|997|1012|1019|1145|1257|1487|1516|1847|1923|2022,MGAM|MGA|GAA,MESH:D006943
315,657,315,DB06216,Asenapine,P08908|P28222|P28223|P41595|P28335|P47898|P50406|P34969|P14416|P35462|P21917|P21728|P35348|P08913|P18089|P18825|P35367|P25021|P08588|P07550,P22310|P05177|P10635|P08684,CN1CC2C(C1)C1=C(OC3=CC=C(Cl)C=C23)C=CC=C1,2|31|165|207|216|237|371|389|455|561|650|656|677|694|739|775|807|816|875|926|935|976|1019|1027|1035|1057|1088|1145|1199|1314|1324|1380|1481|1532|1683|1688|1694|1750|1783|1810|1873|1905|1917,ADRA1A|DRD2|ADRA2B|HTR7|HTR2C|ADRA2A|DRD3|ADRA2C|HTR1A|HTR6|HTR1B|DRD1|HRH1|HTR2A|HRH2|HTR2B|HTR5A|DRD4,MESH:D001480|MESH:D006948|MESH:D012559
316,658,316,DB11638,Artenimol,P63261|P49419|P07355|P25705|O75964|P48047|P20810|P49368|P23528|O00299|P21291|Q16555|P15924|P68104|P06733|P21333|Q9C0B1|P11413|O14556|P06744|P22626|Q14103|P61978|Q5SSJ5|P04792|P46940|Q92945|P00338|P07195|P09382|P27816|P40925|P55786|P07737|P00558|P14618|P62937|Q06830|P27635|P50914|Q07020|P62750|P42766|P36578|P62277|P08708|P62269|P39019|P62857|P46782|P62753|P62241|P46781|Q15637|P23246|P62316|P37108|Q08170|Q01995|P37802|P60174|P09493|Q71U36|P08670|Q15942|P11142|Q9BUF5|P04350|P07437|P04075|P04406|P99999|P18669|P35579|P07237|P17844|P34897|Q13838|P06748|Q8I3Z5|Q5R2K6|Q6LFH8|Q00080|P13568|Q8IKW5|P86287|Q8IKK7|P14223|C6KT34|Q8IC05|Q8IKF0|C6KTA4|Q27743|C0H4Y6|Q8IDH5|Q8II73|Q8I2Z8|Q8ILF7|Q8I0V4|P20035|Q8IJN7|Q8IKH8|A0A143ZZK9|P14642|P13817|Q7K6A4|Q8IKR1|Q8I431|Q8IDQ9|O97313|Q8IJT2|Q8IJC6|C0H571|T1RTG8|C0H5C2|Q8I6U8|Q08853|Q76NM6|Q8I3T9|Q8I0X2|Q8IM16|Q7KQM4|Q9N623|C0H4V6|Q8I5G6|C6S3C7|Q7KQL5|Q8IKM5|Q8IL86|Q8IJR6|Q8I492|C0H4L1|Q8IAW0|Q76NN7|Q8IB72|P13827|Q8IDD3|O77323|P46925|C0H546|Q8I4R5|Q8IBN5|Q8I487|Q8I3X4|P50250|Q8IJA9|Q8IJ60|Q8IEN3|Q8IDP8|Q8I4W4|O77361|C6KSR5|Q02155|Q8IBI3|Q8IJ74|Q8III5|Q8IHS5|Q8IDP1|Q8I5Y3|Q8IEM3|Q8IE82|Q8IDI5|Q8IM15|C0H5H0|Q8ILV2|Q8IM74|Q8I5H4|Q8ID50|Q8IE67|Q8IL80|O96221|A0A144A2G5|P13830|Q9TY94|Q8IBS5|P38545|Q8IB78|C0H4X5|C0H551|Q8IJK8|Q8IIR9|Q8IIA4|Q7KQK0|Q8IDV0|Q8IKL4|Q8ILK3|Q8ILE8|Q8IKM6|Q8IL88|C6KT50|P02768,O60656|P16662|P10635|P33261,[H][C@@]1(C)CC[C@@]2([H])[C@@]([H])(C)C([H])(O)O[C@]3([H])O[C@@]4(C)CC[C@]1([H])[C@@]23OO4,38|147|214|265|284|501|519|529|562|576|611|656|709|785|807|864|906|926|1003|1019|1049|1057|1060|1070|1162|1257|1274|1309|1325|1376|1685|1707|1825|1859|1885|1916|1921,ATP2A1,MESH:D009369|MESH:D009374
317,661,317,DB08899,Enzalutamide,P10275,P10632|P08684|P11712|P33261|P20813|P20815,CNC(=O)C1=C(F)C=C(C=C1)N1C(=S)N(C(=O)C1(C)C)C1=CC=C(C#N)C(=C1)C(F)(F)F,19|67|97|114|194|233|255|262|314|345|361|419|439|486|593|650|674|699|790|807|809|813|872|875|930|935|1001|1057|1060|1112|1136|1152|1274|1380|1384|1393|1430|1453|1487|1560|1589|1660|1680|1686|1690|1717|1750|1762|1825|1840|1862|1873|1892|1917|1928|1991|2026,AR|PTEN,MESH:D002471|MESH:D009361|MESH:D011471|MESH:D064129|MESH:D064726
318,666,318,DB00389,Carbimazole,P07202,P11511,CCOC(=O)N1C=CN(C)C1=S,80|97|108|147|253|294|462|650|695|735|770|807|917|935|1057|1065|1101|1145|1238|1380|1409|1594|1717|1722|1764|1873|1917,CYP2C19|CYP1A2|TPO|CYP2C9|HLA-DRB1|HLA-B,MESH:D015746|MESH:D000014|MESH:D000380|MESH:C538250|MESH:D000740|MESH:D000741|MESH:D000744|MESH:D019867|MESH:D056648|MESH:D018771|MESH:D001168|MESH:D001247|MESH:D001249|MESH:D056486|MESH:D002754|MESH:D002779|MESH:D015267|MESH:D019465|MESH:D002658|MESH:D004342|MESH:D058625|MESH:D004890|MESH:D004893|MESH:D005067|MESH:D005076|MESH:D001068|MESH:D005334|MESH:D005921|MESH:D006111|MESH:D034381|MESH:D006470|MESH:D006501|MESH:D006505|MESH:D006529|MESH:D006980|MESH:D007037|MESH:D007565|MESH:D041781|MESH:D017093|MESH:D008171|MESH:D018908|MESH:D009220|MESH:D009325|MESH:D009395|MESH:D009503|MESH:D010195|MESH:D010309|MESH:D011115|MESH:D011297|MESH:D011537|MESH:D011605|MESH:D013921|MESH:D013971|MESH:D014012|MESH:D014029|MESH:D016171|MESH:D014581|MESH:D014657|MESH:D018366|MESH:D014839
319,667,319,DB01248,Docetaxel,Q9H4B7|P10415|P11137|P27816|P10636|O75469,P08684|P20815|P24462|Q16678,[H][C@@]1(C[C@@]2(O)[C@@H](OC(=O)C3=CC=CC=C3)[C@]3([H])[C@@]4(CO[C@@H]4C[C@H](O)[C@@]3(C)C(=O)[C@H](O)C(=C1C)C2(C)C)OC(C)=O)OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)C1=CC=CC=C1,1|114|117|131|145|147|188|196|227|231|297|310|312|314|352|389|392|606|608|626|650|656|666|668|679|682|695|706|733|752|760|787|797|802|807|816|926|959|962|1017|1019|1035|1040|1057|1060|1088|1126|1143|1152|1153|1154|1199|1224|1240|1257|1272|1274|1292|1300|1365|1380|1385|1411|1438|1440|1499|1508|1525|1574|1581|1586|1643|1673|1696|1711|1721|1722|1750|1758|1832|1839|1859|1873|1908|1917|1971|1985|1991|1994,TUBA3D|TUBA3E|TUBB4B|TUBB|TUBB2B|TUBA1A|TUBB6|TUBA4A|TUBA1B|TUBB8|TUBB1|TUBA1C|TUBB3|TUBB2A|SPG7|CYP19A1|VAC14|ATP7A|RPL13|MUC16|CHST3|ESR1|KRAS|SLC10A2|PIK3CA|FGFR1|TUB|NR1I2|EGFR|TP53|PGR|MCL1|RXRA|ESR2|FOLH1|MDM4|SLCO1B1|SULT1C4|ERBB2|PPARD|XRCC4|BARD1|GAS6|AKR1C3|CYP4B1|EPHX1|PGP|ERBB3|BCL2|PPCDC|ERCC1|NR1I3|ABCC6|ERCC2|HNF4A|BIRC5|PRDX4|SNORD68|RNF8|TLE3|ORM2|NAT2|GSTP1|CYP1A1|TUBB1|TUBB3|NOTCH1|BRD4|CYP3A5|OPRM1|MAP3K1|ABCB1|ABCC1|CYP2A6|HRAS|RAF1|ABCG2|ABCC2|XRCC1|FBXW7|CYP1B1|GSTM1|SLCO1B3|BAX|VEGFA|CASP7|SOX10|IGF2|ACSS2|KLK3|RRM1|STK11,MESH:D000230|MESH:D002288|MESH:D000077192|MESH:D000380|MESH:D000505|MESH:D000707|MESH:D000740|MESH:D000855|MESH:D001025|MESH:D001145|MESH:D018771|MESH:D001247|MESH:D001281|MESH:D001927|MESH:D001943|MESH:D018269|MESH:D006528|MESH:D002289|MESH:D002294|MESH:D002295|MESH:D009202|MESH:D002471|MESH:D002524|MESH:D002544|MESH:D056486|MESH:D003110|MESH:D003231|MESH:D003244|MESH:D003643|MESH:D003872|MESH:D003967|MESH:D003875|MESH:D004342|MESH:D064420|MESH:D004408|MESH:D004417|MESH:D004487|MESH:D004890|MESH:D004938|MESH:D000077277|MESH:D004941|MESH:D005221|MESH:D064147|MESH:D005334|MESH:D005483|MESH:D005533|MESH:D020234|MESH:D005770|MESH:D005910|MESH:D006229|MESH:D060831|MESH:D006331|MESH:D006333|MESH:D006402|MESH:D006470|MESH:D006501|MESH:D006505|MESH:D006943|MESH:D017495|MESH:D006996|MESH:D007022|MESH:D007177|MESH:D007239|MESH:D007890|MESH:D015470|MESH:D007970|MESH:D008171|MESH:D008175|MESH:D008269|MESH:D008545|MESH:D052016|MESH:D009101|MESH:D018908|MESH:D009135|MESH:D009260|MESH:D009303|MESH:D009325|MESH:D009336|MESH:D009362|MESH:D009369|MESH:D009374|MESH:D009376|MESH:D009410|MESH:D009422|MESH:D009503|MESH:D010014|MESH:D010051|MESH:D010190|MESH:D010195|MESH:D010292|MESH:D010304|MESH:D010490|MESH:D010523|MESH:D010689|MESH:D010996|MESH:D011014|MESH:D011115|MESH:D054198|MESH:D011471|MESH:D064129|MESH:D011655|MESH:D012509|MESH:D012598|MESH:D012871|MESH:D012878|MESH:D012983|MESH:D020886|MESH:D013064|MESH:D000077195|MESH:D013262|MESH:D013274|MESH:D013280|MESH:D013921|MESH:D013924|MESH:D001749|MESH:D014594|MESH:D054556|MESH:D020246|MESH:D018487|MESH:D014839|MESH:D015431
320,668,320,DB00916,Metronidazole,O25608,P11712|P08684|P10632|P22309|P11509|P20815|P24462,CC1=NC=C(N1CCO)[N+]([O-])=O,80|172|205|222|266|378|473|506|650|715|753|802|807|838|891|917|935|936|1057|1145|1195|1380|1452|1535|1631|1722|1820|1873|1963|1973,ALDH1A1|CYP3A4|IL6|TSPO,MESH:D018784|MESH:D015746|MESH:D000014|MESH:D000038|MESH:D017486|MESH:D000437|MESH:D000562|MESH:D000740|MESH:D000799|MESH:D000855|MESH:D001259|MESH:D001284|MESH:D001342|MESH:D016470|MESH:D001424|MESH:D001442|MESH:D001714|MESH:D001922|MESH:D001927|MESH:D001929|MESH:D001987|MESH:D002371|MESH:D002471|MESH:D002481|MESH:D002493|MESH:D002524|MESH:D002526|MESH:D002543|MESH:D056486|MESH:D002779|MESH:D002819|MESH:D003015|MESH:D003072|MESH:D003092|MESH:D003093|MESH:D003110|MESH:D003128|MESH:D003221|MESH:D003424|MESH:D003638|MESH:D003680|MESH:D003866|MESH:D003967|MESH:D006970|MESH:D004238|MESH:D004244|MESH:D003875|MESH:D064420|MESH:D004381|MESH:D004401|MESH:D064806|MESH:D004404|MESH:D004415|MESH:D004421|MESH:D004487|MESH:D004749|MESH:D004751|MESH:D004761|MESH:D020802|MESH:D004830|MESH:D004927|MESH:D001068|MESH:D052776|MESH:D020234|MESH:D020233|MESH:D005757|MESH:D005767|MESH:D005873|MESH:D016905|MESH:D006212|MESH:D006319|MESH:D016481|MESH:D006463|MESH:D006501|MESH:D006606|MESH:D006849|MESH:D006930|MESH:D006965|MESH:D006987|MESH:D007239|MESH:D007248|MESH:D007249|MESH:D015212|MESH:D007565|MESH:D007939|MESH:D007984|MESH:D008100|MESH:D008101|MESH:D017114|MESH:D008114|MESH:D008133|MESH:D008325|MESH:D008581|MESH:D008582|MESH:D016920|MESH:D008679|MESH:D009059|MESH:D009069|MESH:D009207|MESH:D009325|MESH:D009422|MESH:D009443|MESH:D020258|MESH:D009759|MESH:D009901|MESH:D010019|MESH:D010146|MESH:D010195|MESH:D016584|MESH:D010291|MESH:D010292|MESH:D000292|MESH:D010437|MESH:D010518|MESH:D010523|MESH:D010538|MESH:D010911|MESH:D011115|MESH:D011230|MESH:D011528|MESH:D011595|MESH:D011605|MESH:D012021|MESH:D051437|MESH:D012393|MESH:D012513|MESH:D012640|MESH:D018805|MESH:D012772|MESH:D007319|MESH:D013064|MESH:D013203|MESH:D013262|MESH:D013290|MESH:D013651|MESH:D013733|MESH:D014012|MESH:D016171|MESH:D014202|MESH:D014245|MESH:D014247|MESH:D014456|MESH:D014552|MESH:D014581|MESH:D014627|MESH:D014786|MESH:D014839|MESH:D015431
